NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
0276	(‐%‐)_/	weired cat	Ideogrammar		"&lpar;&hyphen;&percnt;&hyphen;&rpar;&lowbar;&sol;"
0277	)_(‐#‐)(‐#‐)_(	litter of tabbies sniffing each other	Ideogrammar		"&rpar;&lowbar;&lpar;&hyphen;&num;&hyphen;&rpar;&lpar;&hyphen;&num;&hyphen;&rpar;&lowbar;&lpar;"
0278	#†(‐&‐)_/	Curiosity killed the cat.	Ideogrammar		"&num;&dagger;&lpar;&hyphen;&amp;&hyphen;&rpar;&lowbar;&sol;"
0279	%./.(‐c‐)_	percentage commission to copyright holders	Ideogrammar		"&percnt;&period;&sol;&period;&lpar;&hyphen;c&hyphen;&rpar;&lowbar;"
0280	_(‐c‐)./.%	deferred refunding of copyrights	Ideogrammar		"&lowbar;&lpar;&hyphen;c&hyphen;&rpar;&period;&sol;&period;&percnt;"
0281	(”&”)_/	pussy (vulg.)	Ideogrammar		"&lpar;&CloseCurlyDoubleQuote;&amp;&CloseCurlyDoubleQuote;&rpar;&lowbar;&sol;"
0282	(”&”)_)	limp-dick (vulg.)	Ideogrammar		"&lpar;&CloseCurlyDoubleQuote;&amp;&CloseCurlyDoubleQuote;&rpar;&lowbar;&rpar;"
0283	(”&”)_/♂	pussycat [gender term]	Ideogrammar		"&lpar;&CloseCurlyDoubleQuote;&amp;&CloseCurlyDoubleQuote;&rpar;&lowbar;&sol;&male;"
0284	#(”cc”)_/://	spread of pussies in the Internet (vulg.)	Ideogrammar		"&num;&lpar;&CloseCurlyDoubleQuote;cc&CloseCurlyDoubleQuote;&rpar;&lowbar;&sol;&colon;&sol;&sol;"
0285	/_(‐&‐)²	Kitty, kitty.	Ideogrammar		"&sol;&lowbar;&lpar;&hyphen;&amp;&hyphen;&rpar;&sup2;"
0286	Y://(‐%‐)_/	upload filter [technical term]	Wellish		"Y&colon;&sol;&sol;&lpar;&hyphen;&percnt;&hyphen;&rpar;&lowbar;&sol;"
0287	T://(‐†‐)_\	to kill trolls or trojans [technical term]	Wellish		"T&colon;&sol;&sol;&lpar;&hyphen;&dagger;&hyphen;&rpar;&lowbar;&bsol;"
0288	(@_@)	paralyzed, hypnotized	Emoticons		"&lpar;&commat;&lowbar;&commat;&rpar;"
0289	(+_°)	raddled	Emoticons		"&lpar;&plus;&lowbar;&deg;&rpar;"
0290	(‐!‐)	Hello, Kitty.	Ideogrammar		"&lpar;&hyphen;&excl;&hyphen;&rpar"
0291	(‐:‐)	pussycat (impartial)	Ideogrammar		"&lpar;&hyphen;&colon;&hyphen;&rpar;"
0292	(‐¡‐)	pussycat (desinterested)	Ideogrammar		"&lpar;&hyphen;&iexcl;&hyphen;&rpar;"
0293	))W((	wiretap (bugging device)	Ideogrammar		"&rpar;&rpar;W&lpar;&lpar;"
0294	(((0)))	oddball	Ideogrammar		"&lpar;&lpar;&lpar;0&rpar;&rpar;&rpar;"
0295	(((°°)))	spider	Ideogrammar		"&lpar;&lpar;&lpar;&deg;&deg;&rpar;&rpar;&rpar;"
0296	(((#)))	cross spider	Ideogrammar		"&lpar;&lpar;&lpar;&num;&rpar;&rpar;&rpar;"
0297	(((♀)))	black widow (female person)	Ideogrammar		"&lpar;&lpar;&lpar;&female;&rpar;&rpar;&rpar;"
0298	(((†)))	black widow (insect)	Ideogrammar		"&lpar;&lpar;&lpar;&dagger;&rpar;&rpar;&rpar;"
0299	−(((°°)))	to hang by a thread	Ideogrammar		"&minus;&lpar;&lpar;&lpar;&deg;&deg;&rpar;&rpar;&rpar;"
0300	(((8)))	weak ant	Wellish		"&lpar;&lpar;&lpar;8&rpar;&rpar;&rpar;"
0301	(([^=^]))	sleeping bat	Ideogrammar		"&lpar;&lpar;&lsqb;&Hat;&equals;&Hat;&rsqb;&rpar;&rpar;"
0302	(^>/°=°/<^)	flying bat	Ideogrammar		"&lpar;&Hat;&gt;&sol;&deg;&equals;&deg;&sol;&lt;&Hat;&rpar;"
0303	(^>/°𝕨°/<^)	vampire	Ideogrammar		"&lpar;&Hat;&gt;&sol;&deg;&wopf;&deg;&sol;&lt;&Hat;&rpar;"
0304	(([°○°]))	flying fox	Ideogrammar		"&lpar;&lpar;&lsqb;&deg;&cir;&deg;&rsqb;&rpar;&rpar;"
0305	0−(	Cyclops	Wellish		"0&minus;&lpar;"
0306	/−:−)	friendly extraterrestrial (with antenna)	Ideogrammar		"&sol;&minus;&colon;&minus;&rpar;"
0307	(:/@\	Mail Spammer [stereotypical term]	Wellish		"&lpar;&colon;&sol;&commat;&bsol;"
0308	>_	Terminal	Ideogrammar		"&gt;&lowbar;"
0309	>_∼	local directory	Ideogrammar		"&gt;&lowbar;&sim;"
0310	>_://∼	Internet directory	Ideogrammar		"&gt;&lowbar;&colon;&sol;&sol;&sim;"
0311	>_://\/\	Internet Virus	Wellish		"&gt;&lowbar;&colon;&sol;&sol;&bsol;&sol;&bsol;"
0312	>_://\/\O\	Virus Scan	Wellish		"&gt;&lowbar;&colon;&sol;&sol;&bsol;&sol;&bsol;O&bsol;"
0313	⋁4⋁	V 4 Vendetta (abbr.)	Wellish		"&Vee;4&Vee"
0314	://⋁4⋁	e-petition	Wellish		"&colon;&sol;&sol;&Vee;4&Vee;"
0315	*o0O	snowman	Wellish		"&ast;o0O"
0316	*♂0O	dealer of cocaine	Wellish		"&ast;&male;0O"
0317	://*o0↺	Interner dailer	Wellish		"&colon;&sol;&sol;&ast;o0&circlearrowleft;"
0318	@*♂0O	Edward Snowden	Wellish		"&commat;&ast;&male;0O"
0319	$d	Suggar Daddy [stereotypical term]	Wellish		"&dollar;d"
0320	$://d	monetizing Smart Data (with US-Dollar)	Wellish		"&dollar;&colon;&sol;&sol;d"
0321	$://D	monetizing Big Data (with US-Dollar)	Wellish		"&dollar;&colon;&sol;&sol;D"
0322	:// \ ¡)) /	scifiltr XL	Wellish		"&colon;&sol;&sol; &bsol; &iexcl;&rpar;&rpar; &sol;"
0323	://·))	Internet Broadcasting	Wellish		"&colon;&sol;&sol;&middot;&rpar;&rpar;"
0324	<3!Q	heart and mind	Ideogrammar		"&lt;3&excl;Q"
0325	://¡))	Cybrfunkr [literal character]	Wellish		"&colon;&sol;&sol;&iexcl;&rpar;&rpar;"
0326	:[//]	self-publicizer	Wellish		"&colon;&lsqb;&sol;&sol;&rsqb;"
0327	:[@]	self-advertizer	Wellish		"&colon;&lsqb;&commat;&rsqb;"
0328	\#/‾	consumer basket	Wellish		"&bsol;&num;&sol;&oline;"
0329	://‾\#/‾	data preservation	Wellish		"&colon;&sol;&sol;&oline;&bsol;&num;&sol;&oline;"
0330	○x	Terra Incognita	Wellish		"&cir;x"
0331	:−%○*	Chaosmos [literal term]	Wellish		"&colon;&minus;&percnt;&cir;&ast;"
0332	≠○*	Baser Astroturf [literal term]	Wellish		"&NotEqual;&cir;&ast;"
0333	*x	SpaceX (non-official)	Wellish		"&ast;x"
0334	=	is	Ideogrammar		"&equals;"
0335	 =/<O\=	to spread-eagle sth./sb.	Ideogrammar		"&equals;&sol;&lt;O&bsol;&equals;"
0336	|♂\	hack lawyer (pettifogger)	Wellish		"&vert;<u>&male;</u>&bsol;"
0337	∞	infinity	Ideogrammar	U+221E	"&infin;"
0338	{∞}	Phantom of Infinity [literal character]	Wellish		"{&infin;}"
0339	∑://	SumUp (non-official)	Wellish		"&sum;&colon;&sol;&sol;"
0340	$://=>	Internet StartUp	Wellish		"&dollar;&colon;&sol;&sol;&equals;&gt;"
0341	[‖Φ‖]	prisoner′s dilemma [sociological term]	Wellish		"&lsqb;&Vert;&Phi;&Vert;&rsqb;"
0342	○/#\○	Spioneer [literal character, a pioneer that infiltrates data]	Wellish		"&cir;&sol;&num;&bsol;&cir;"
0343	B://b	to notice Big Brother according to Big Data	Wellish		"B&colon;&sol;&sol;b"
0344	:≠*	Astroturfer [literal character]	Wellish		"&colon;&NotEqual;&ast;"
0345	[°|||°]	Hacker [literal character]	Wellish		"&lsqb;&deg;&vert;&vert;&vert;&deg;&rsqb;"
0346	[°://°]	Cybertroll [literal character]	Wellish		"&lsqb;&deg;&colon;&sol;&sol;&deg;&rsqb;"
0347	[°@°]	Spambot [literal character]	Wellish		"&lsqb;&deg;&commat;&deg;&rsqb;"
0348	[°)<	scaramouch [stereotypical term]	Ideogrammar		"&lsqb;&deg;&rpar;&lt;"
0349	[°)\\	lying toad [stereotypical term]	Ideogrammar		"&lsqb;&deg;&rpar;&bsol;&bsol;"
0350	[:#>]D://	astonishing Darknet	Wellish		"&lsqb;&colon;&num;&gt;&rsqb;D&colon;&sol;&sol;"
0351	[:#]D://Q!	Darknet is forever hungry for knowledge	Wellish		"&lsqb;&colon;&num;&rsqb;D&colon;&sol;&sol;Q&excl;"
0352	D://	Darknet	Wellish		"D&colon;&sol;&sol;"
0353	2D://	according to the Darknet	Wellish		"2D&colon;&sol;&sol;"
0354	2D://4E:#	Darknet is forever hungry for something	Wellish		"2D&colon;&sol;&sol;4E&colon;&num;"
0355	𝔸𝕔𝔹ℂ𝕓𝕒	Tower of Babblelonia is down [literal term]	Wellish		"&Aopf;&copf;&Bopf;&Copf;&bopf;&aopf;"
0356	:𝕒Bℂ	Bitch in the Game of Tower of Babblelonia [literal term]	Wellish		"&colon;&aopf;B&Copf;"
0357	:b𝔸ℂ	Babblelonian [literal term]	Wellish		"&colon;b&Aopf;&Copf;"
0358	:−//\/\	Spy-Agent [literal character]	Wellish		"&colon;&minus;&sol;&sol;&bsol;&sol;&bsol;"
0359	:///@	Internet Papyrus Scroll [literal term]	Wellish		"&colon;&sol;&sol;&sol;&commat;"
0360	I://#	Internet without Frontiers [technical term]	Wellish		"I&colon;&sol;&sol;&num;"
0361	†I://#∈§	Catechism of the Internet without Frontiers by Jens T. Hinrichs	Wellish		"&dagger;I&colon;&sol;&sol;&num;&Element;&sect;"
0362	I://#∈§§	Digital Constitution of the Internet without Frontiers by Jens T. Hinrichs	Wellish		"I&colon;&sol;&sol;&num;&Element;&sect;&sect;"
0363	!Q…	to keep something in mind	Ideogrammar		"&excl;Q&hellip;"
0364	:−)♀§§	Justizia, par excellence [lyric term, poetic gender – to act well on behalf of the court]	Wellish		"&colon;&minus;&rpar;&female;&sect;&sect;"
0365	:−(♀§§	Excuse-moi, Justizia [lyric term, poetic gender – to act wrong of the court]	Wellish		"&colon;&minus;&lpar;&female;&sect;&sect;"
0366	<dp<cC	white shark from the left [zoological term, group of alternating thalassian ]	Ideogrammar		"&lt;dp&lt;cC"
0367	>–^–D	normal shark from the right [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&ndash;&Hat;&ndash;D"
0368	>=^€	shark with open mouth, walfish [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&equals;&Hat;&euro;"
0369	>=^$	shark is biting, walfish [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&equals;&Hat;&dollar;"
0370	<zzzcC	barracuda [zoological term, group of alternating thalassian]	Ideogrammar		"&lt;zzzC"
0371	≡[<zzzcC]≡	stunner [sociological term, identifying role behaviour]	Wellish		"&equiv;&lsqb;&lt;zzzcC&rsqb;&equiv;"
0372	>–d–D	orca [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&ndash;d&ndash;D"
0373	DO	common mola [zoological term, group of alternating thalassian]	Ideogrammar		DO
0374	—(O=<d	narwhale [zoological term, group of alternating thalassian]	Ideogrammar		"&mdash;&lpar;O&equals;&lt;d"
0375	°<D>°xdxC	whale shark with open mouth [zoological term, group of alternating thalassian]	Ideogrammar		"&deg;&lt;D&gt;&deg;xdxC"
0376	<m/>|^|	sea dweller [zoological term, group of alternating thalassian]	Ideogrammar		"&lt;m&sol;&gt;&vert;&Hat;&vert;"
0377	>–°w°–<	scrab [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&ndash;&deg;w&deg;&ndash;&lt;"
0378	<°m°>Oqoc	walrus [zoological term, group of alternating thalassian]	Ideogrammar		"&lt;&deg;m&deg;&gt;Oqoc"
0379	(°x°)Oqoc	seal [zoological term, group of alternating thalassian]	Ideogrammar		"&lpar;&deg;x&deg;&rpar;Oqoc"
0380	>)))D	fishbone [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&rpar;&rpar;&rpar;D"
0381	>=D	fish [zoological term, group of alternating thalassian]	Ideogrammar		"&gt;&equals;D"
0382	–^):−)(^–	with a shrug, friendly [sociological term, identifying role behaviour]	Wellish		"&ndash;&Hat;&rpar;&colon;&minus;&rpar;&lpar;&Hat;&ndash;"
0383	–^):−((^–	with a shrug, unfriendly [sociological term, identifying role behaviour]	Wellish		"&ndash;&Hat;&rpar;&colon;&minus;&lpar;&lpar;&Hat;&ndash;"
0384	–^):−p)^–	with a shrug, outstrechted tongue, tartly [sociological term, identifying role behaviour]	Wellish		"&ndash;&Hat;&rpar;&colon;&minus;p&rpar;&Hat;&ndash;"
0385	_^)′_′(^_	with a shrug, open arms [sociological term, identifying role behaviour]	Wellish		"&lowbar;&Hat;&rpar;&prime;&lowbar;&prime;&lpar;&Hat;&lowbar;"
0386	_^(′_′(^–	with a shrug, left-leaning [sociological term, identifying role behaviour]	Wellish		"&lowbar;&Hat;&lpar;&prime;&lowbar;&prime;&lpar;&Hat;&ndash;"
0387	_^)′_′)^–	with a shrug, right-leaning [sociological term, identifying role behaviour]	Wellish		"&lowbar;&Hat;&rpar;&prime;&lowbar;&prime;&rpar;&Hat;&ndash;"
0388	\_(:−))_/	optimist [sociological term]	Ideogrammar		"&bsol;&lowbar;&lpar;&colon;&minus;&rpar;&rpar;&lowbar;&sol;"
0389	\_(:−()_/	pessimist [sociological term]	Ideogrammar		"&bsol;&lowbar;&lpar;&colon;&minus;&lpar;&rpar;&lowbar;&sol;"
0390	|o|\_(:−))_/	polyanna [sociological term, identifying role behaviour]	Wellish		"&vert;o&vert;&bsol;&lowbar;&lpar;&colon;&minus;&rpar;&rpar;&lowbar;&sol;"
0391	∞\_(:−))_/	eternal optimist [sociological term, identifying role behaviour]	Wellish		"&infin;&bsol;&lowbar;&lpar;&colon;&minus;&rpar;&rpar;&lowbar;&sol;"
0392	://\_(:−))_/	overactive optimist [sociological term, identifying role behaviour ]	Wellish		"&colon;&sol;&sol;&bsol;&lowbar;&lpar;&colon;&minus;&rpar;&rpar;&lowbar;&sol;"
0393	–^)′@′(^–	with a shrug, to catch somebody′s attention on the surface [sociological term, identifying role behaviour]	Wellish		"<u>&ndash;&Hat;&rpar;&prime;&commat;&prime;&lpar;&Hat;&ndash;</u>"
0394	–^)′#′(^–	with a shrug, to spread terror [sociological term, identifying role behaviour]	Wellish		"<u>&ndash;&Hat;&rpar;&prime;&num;&prime;&lpar;&Hat;&ndash;</u>"
0395	–^)′≡′(^–	with a shrug, to evoke something to the surface [sociological term, identifying role behaviour]	Wellish		"<u>&ndash;&Hat;&rpar;&prime;&equiv;&prime;&lpar;&Hat;&ndash;</u>"
0396	 =–(y)–=	vultures [zoological term, group of wings commands and genome imprinting]	Wellish		"&equals;&ndash;&lpar;y&rpar;&ndash;&equals;"
0397	≡[=–(y)–=]≡	cormorant, greedy person [sociological term, identifying role behaviour]	Wellish		"&equiv;&lsqb;&equals;&ndash;&lpar;y&rpar;&ndash;&equals;&rsqb;&equiv;"
0398	 =E/	duck [zoological term, group of wings commands and genome imprinting]	Wellish		"&equals;E&sol;"
0399	 =E_/	a duck swims [zoological term, group of wings commands and genome imprinting]	Wellish		"&equals;E&lowbar;&sol;"
0400	≡[=E_/]≡	rubber duck	Ideogrammar		"&equiv;&lsqb;&equals;E&lowbar;&sol;&rsqb;&equiv;"
0401	:[°<]!!	newspaper hoax [sociological term, identifying role behaviour]	Wellish		"&colon;&lsqb;&deg;&lt;&rsqb;&excl;&excl;"
0402	 =E://	tattletale of Internet [sociological term, identifying role behaviour]	Wellish		"&equals;E&colon;&sol;&sol;"
0403	>E_/	duck quaking [zoological term, group of wings commands and genome imprinting]	Wellish		"&gt;E&lowbar;&sol;"
0404	>–E_/–	duck flying [zoological term, group of wings commands and genome imprinting]	Wellish		"&gt;&ndash;E&lowbar;&sol;&ndash;"
0405	>EO/	incubating duck [zoological term, group of wings commands and genome imprinting]	Wellish		"&gt;EO&sol;"
0406	>E♂/	a drake [zoological term, group of wings commands and genome imprinting]	Wellish		"&gt;E&male;&sol;"
0407	 =(′<′)=	a bird [zoological term, group of wings commands and genome imprinting]	Wellish		"&equals;&lpar;&prime;&lt;&prime;&rpar;&equals;"
0408	 =(′<′)=	a bird on a stranded wire [literal term]	Wellish		"<u>&equals;&lpar;&prime;&lt;&prime;&rpar;&equals;</u>"
0409	 =[′<′]=	to chirp	Ideogrammar		"&equals;&lsqb;&prime;&lt;&prime;&rsqb;&equals;"
0410	 =[:>(]=	Angry Bird [stereotypical term]	Wellish		"&equals;&lsqb;&colon;&gt;&lpar;&rsqb;&equals;"
0411	 =[:>)]=	Early Bird [economic term]	Wellish		"&equals;&lsqb;&colon;&gt;&rpar;&rsqb;&equals;"
0412	)°v°(	a chick [zoological term, group of wings commands and genome imprinting]	Wellish		"&rpar;&deg;v&deg;&lpar;"
0413	 =[)°v°(]=	chic (ADJ.)	Ideogrammar		"&equals;&lsqb;&rpar;&deg;v&deg;&lpar;&rsqb;&equals;"
0414	 =:−)^v^(	radical chick, dazzling personality [sociological term, identifying role behaviour]	Wellish		"&equals;&colon;&minus;&rpar;&Hat;v&Hat;&lpar;"
0415	88=:−)^v^(	radical chic, agitation against sth./sb. (political incorrectness) [sociological term, identifying role behaviour]	Wellish		"88&equals;&colon;&minus;&rpar;&Hat;v&Hat;&lpar;"
0416	)^O^(	chick hungry [zoological term, group of wings commands and genome imprinting]	Wellish		"&rpar;&Hat;O&Hat;&lpar;"
0417	)^♀^(	chicks (vulg.)	Ideogrammar		"&rpar;&Hat;&female;&Hat;&lpar;"
0418	(88)²)^♀^(	female profile of right-wing populist [literal term]	Wellish		"&lpar;88&rpar;&sup2;&rpar;&Hat;&female;&Hat;&lpar;"
0419	(88)²)^♂^(	male profile of right-wing populist [literal term]	Wellish		"&lpar;88&rpar;&sup2;&rpar;&Hat;&male;&Hat;&lpar;"
0420	 =[)^♀^(]=	Stupid Tart!	Ideogrammar		"&equals;&lsqb;&rpar;&Hat;&female;&Hat;&lpar;&rsqb;&equals;"
0421	]^<>^[	(stupid) hen	Ideogrammar		"&rsqb;&Hat;&lt;&gt;&Hat;&lsqb;"
0422	]^> <^[	partridge [zoological term, group of wings commands and genome imprinting]	Wellish		"&rsqb;&Hat;&gt; &lt;&Hat;&lsqb;"
0423	 =]^< >^[=	stupid chick splayed wings [sociological term]	Ideogrammar		"&equals;&rsqb;&Hat;&lt; &gt;&Hat;&lsqb;&equals;"
0424	 =[=]^< >^[=]=	to be willing to compromise on sth. [sociological term]	Ideogrammar		"&&lsqb;&equals;&rsqb;&Hat;&lt; &gt;&Hat;&lsqb;&equals;&rsqb;&equals;"
0425	>>]^<>^]<<	to flap it wings [sociological term]	Ideogrammar		"&gt;&gt;&rsqb;&Hat;&lt;&gt;&Hat;&rsqb;&lt;&lt;"
0426	 =]^<>^[	stupid hen, leftwinger [sociological term]	Wellish		"&equals;&rsqb;&Hat;&lt;&gt;&Hat;&lsqb;"
0427	]^<>^[=	stupid hen, rightwinger [sociological term]	Wellish		"&rsqb;&Hat;&lt;&gt;&Hat;&lsqb;&equals;"
0428	≠]	broken wing [zoological term, group of wings commands and genome imprinting]	Wellish		"&NotEqual;&rsqb;"
0429	≠]^<>^[≠	cursorial bird [zoological term, group of wings commands and genome imprinting]	Wellish		"&NotEqual;&rsqb;&Hat;&lt;&gt;&Hat;&lsqb;&NotEqual;"
0430	]^> <3	to peck	Ideogrammar		"&rsqb;&Hat;&gt; &lt;3"
0431	)(°v°)/	sparrow [zoological term, group of wings commands and genome imprinting]	Wellish		"&rpar;&lpar;&deg;v&deg;&rpar;&sol;"
0432	/(°v°)/(	sparrow in the middle of a cluster [zoological term, group of wings commands and genome imprinting]	Wellish		"&sol;&lpar;&deg;v&deg;&rpar;&sol;&lpar;"
0433	(°V°)	eagle owl	Ideogrammar		"&lpar;&deg;V&deg;&rpar;"
0434	>Q_/	to duck	Ideogrammar		"&gt;Q&lowbar;&sol;"
0435	>–Q_/–	to flattr	Ideogrammar		"&gt;&ndash;Q&lowbar;&sol;&ndash;"
0436	>–Q/	goose [zoological term, group of wings commands and genome imprinting]	Wellish		"&gt;&ndash;Q&sol;"
0437	>–♀/	silly goose [sociological term, identifying role behaviour]	Wellish		"&gt;&ndash;&female;&sol;"
0438	(°y°)	owlet, coat with nesting materials [zoological term, group of wings commands and genome imprinting]	Wellish		"&lpar;&deg;y&deg;&rpar;"
0439	(°v°)O	owlet, coat lying in wait for [zoological term, group of wings commands and genome imprinting]	Wellish		"&lpar;&deg;v&deg;&rpar;&O"
0440	 =[(°y°)]=	old fogey, odd person depreciated [sociological term, identifying role behaviour]	Wellish		"&equals;&lsqb;&lpar;&deg;y&deg;&rpar;&rsqb;&equals;"
0441	≡[(°y°)]≡	old fogey, odd person disparaged [sociological term, identifying role behaviour]	Wellish		"&equiv;&lsqb;&lpar;&deg;y&deg;&rpar;&rsqb;&equiv;"
0442	 =[(°v°)O]=	old fogey, odd person lies in wait for [sociological term, identifying role behaviour]	Wellish		"&equals;&lsqb;&lpar;&deg;v&deg;&rpar;O&rsqb;&equals;"
0443	2w2w	to-whit-tu-whoo	Ideogrammar		2w2w
0444	2W	swan [zoological term, group of wings commands and genome imprinting]	Wellish		2W
0445	2W/	black swan (event)	Ideogrammar		"2W&sol;"
0446	2./.	to bill	Ideogrammar		"2&period;&sol;&period;"
0447	2./.://	electronic payment	Ideogrammar		"2&period;&sol;&period;&colon;&sol;&sol;"
0448	2./.C://	electronic payment with cryptocurrency	Ideogrammar		"2&period;&sol;&period;C&colon;&sol;&sol;"
0449	B://▱▱	blockchain	Ideogrammar		"B&colon;&sol;&sol;&fltns;&fltns;"
0450	≋𝕃://▱▱	≋Libra (stablecoin)	Ideogrammar		"&apid;&Lopf;&colon;&sol;&sol;&fltns;&fltns;"
0451	 =(′://#>′)=	to tweet, to hash	Ideogrammar		"&equals;&lpar;&prime;&colon;&sol;&sol;&num;&gt;&prime;&rpar;&equals;"
0452	 =(′://@>′)=	to tweet, to mention	Ideogrammar		"&equals;&lpar;&prime;&colon;&sol;&sol;&commat;&gt;&prime;&rpar;&equals;"
0453	 =(′y′)=	Tweety [literal character]	Ideogrammar		"&equals;&lpar;&prime;y&prime;&rpar;&equals;"
0454	°\/°=‖/–=	flying storck [zoological term, group of wings commands and genome imprinting]	Wellish		"&deg;&bsol;&sol;&deg;&equals;&Vert;&sol;&ndash;&equals;"
0455	°\/°=‖/	storck [zoological term]	Wellish		"&deg;&bsol;&sol;&deg;&equals;&Vert;&sol;"
0456	°\/°=|♀|/	midwife [gender term]	Ideogrammar		"&deg;&bsol;&sol;&deg;&equals;&vert;&female;&vert;&sol;"
0457	°\/°=|O|/:−)	storck gets the baby to sb. [literal term]	Ideogrammar		"&deg;&bsol;&sol;&deg;&equals;&vert;O&vert;&sol;&colon;&minus;&rpar;"
0458	°\/°=‖♂	Adebar [fairy tale]	Ideogrammar		"&deg;&bsol;&sol;&deg;&equals;&Vert;&male;"
0459	 =/°|\|°/=	a raptor, nosedive with open pecker [zoological term, group of wings commands and genome imprinting]	Wellish		"&equals;&sol;&deg;&vert;&bsol;&vert;&deg;&sol;&equals;"
0460	 =/°|\|°/=†	bird of pray (savior)	Ideogrammar		"&equals;&sol;&deg;&vert;&bsol;&vert;&deg;&sol;&equals;&dagger;"
0461	 =/°|\|°/=+	birds of prey [literal term]	Ideogrammar		"&equals;&sol;&deg;&vert;&bsol;&vert;&deg;&sol;&equals;&plus;"
0462	_\\°<°//_	birdlike [zoological term, group of wings commands and genome imprinting]	Wellish		"&lowbar;&bsol;&bsol;&deg;&lt;&deg;&sol;&sol;&lowbar;"
0463	_\\(°<°)//_	hatchling [zoological term, group of wings commands and genome imprinting]	Wellish		"&lowbar;&bsol;&bsol;&lpar;&deg;&lt;&deg;&rpar;&sol;&sol;&lowbar;"
0464	_\\_(°<°)_//_	nesting [zoological term, group of wings commands and genome imprinting]	Wellish		"&lowbar;&bsol;&bsol;&lowbar;&lpar;&deg;&lt;&deg;&rpar;&lowbar;&sol;&sol;&lowbar;"
0465	_\\_//_	nest [zoological term, group of wings commands and genome imprinting]	Wellish		"&lowbar;&bsol;&bsol;&lowbar;&sol;&sol;&lowbar;"
0466	_\\O//_	nest of egg [zoological term, group of wings commands and genome imprinting]	Wellish		"&lowbar;&bsol;&bsol;O&sol;&sol;&lowbar;"
0467	";−)}:∞"	sb. give wings to infinity [sociological term, identifying role behaviour]	Wellish		"&semi;&minus;&rpar;&rbrace;&colon;&infin;"
0468	}}	wings	Ideogrammar		"&rbrace;&rbrace;"
0469	}}}}}}}	swarm of sth./sb.	Ideogrammar		"&rbrace;&rbrace;&rbrace;&rbrace;&rbrace;&rbrace;&rbrace;"
0470	 =Ey/	lame duck, slowcoach	Ideogrammar		"&equals;Ey&sol;"
0471	yy	fins [zoological term, group of wings commands and genome imprinting]	Wellish		yy
